#Network|Station|Location|Channel|Latitude|Longitude|Elevation|Depth|Azimuth|Dip|SensorDescription|Scale|ScaleFreq|ScaleUnits|SampleRate|StartTime|EndTime
C1|VA05||BHE|-33.65711|-71.61428|80.0|0.0|90.0|0.0|Trillium 120 Posthole, generation 3, 120 s, 1203 V|503831000.0|0.05|m/s|40.0|2020-06-10T19:16:29|
C1|VA05||BHN|-33.65711|-71.61428|80.0|0.0|0.0|0.0|Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|501420000.0|0.05|m/s|40.0|2014-10-22T00:00:00|2020-06-10T19:00:00
C1|VA05||BHN|-33.65711|-71.61428|80.0|0.0|0.0|0.0|Trillium 120 Posthole, generation 3, 120 s, 1203 V|503831000.0|0.05|m/s|40.0|2020-06-10T19:16:29|
C1|VA05||BHZ|-33.65711|-71.61428|80.0|0.0|0.0|-90.0|Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|501420000.0|0.05|m/s|40.0|2014-10-22T00:00:00|2020-06-10T19:00:00
C1|VA05||BHZ|-33.65711|-71.61428|80.0|0.0|0.0|-90.0|Trillium 120 Posthole, generation 3, 120 s, 1203 V|503831000.0|0.05|m/s|40.0|2020-06-10T19:16:29|
C1|VA06||BHE|-32.56117|-71.29765|80.0|1.6|90.0|0.0|Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|501420000.0|0.05|m/s|40.0|2015-09-11T00:00:00|
C1|VA06||BHN|-32.56117|-71.29765|80.0|1.6|0.0|0.0|Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|501420000.0|0.05|m/s|40.0|2015-09-11T00:00:00|
C1|VA06||BHZ|-32.56117|-71.29765|80.0|1.6||-90.0|Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|501420000.0|0.05|m/s|40.0|2015-09-11T00:00:00|
G|PEL||BHE|-33.146|-70.675003|660.0|0.0|90.0|0.0|STRECKEISEN STS1|239411000.0|0.01|M/S|20.0|1995-10-04T00:00:00|
G|PEL||BHN|-33.146|-70.675003|660.0|0.0|0.0|0.0|STRECKEISEN STS1|233677000.0|0.01|M/S|20.0|1995-10-04T00:00:00|
G|PEL||BHZ|-33.143607|-70.67494|700.0|0.0|0.0|-90.0|STRECKEISEN STS1|257638000.0|0.01|m/s|20.0|1995-10-04T00:00:00|2008-12-16T23:59:59
G|PEL|00|BHE|-33.143607|-70.67494|700.0|0.0|90.0|0.0|STRECKEISEN STS1 + METROZET E300 Electronics|4669210000.0|0.03|m/s|20.0|2011-03-10T00:00:00|2012-03-08T00:00:00
G|PEL|00|BHE|-33.143607|-70.67494|700.0|0.0|90.0|0.0|STRECKEISEN STS1 + METROZET E300 Electronics|1167300000.0|0.03|m/s|20.0|2012-03-08T00:00:00|2012-05-30T00:00:00
G|PEL|00|BHE|-33.143607|-70.67494|700.0|0.0|90.0|0.0|STRECKEISEN STS1 + METROZET E300 Electronics|4669210000.0|0.03|m/s|20.0|2012-05-30T00:00:00|
G|PEL|00|BHN|-33.143607|-70.67494|700.0|0.0|0.0|0.0|STRECKEISEN STS1 + METROZET E300 Electronics|4541700000.0|0.03|m/s|20.0|2011-03-10T00:00:00|2012-03-08T00:00:00
G|PEL|00|BHN|-33.143607|-70.67494|700.0|0.0|0.0|0.0|STRECKEISEN STS1 + METROZET E300 Electronics|1135430000.0|0.03|m/s|20.0|2012-03-08T00:00:00|2012-05-30T00:00:00
G|PEL|00|BHN|-33.143607|-70.67494|700.0|0.0|0.0|0.0|STRECKEISEN STS1 + METROZET E300 Electronics|4541700000.0|0.03|m/s|20.0|2012-05-30T00:00:00|
G|PEL|00|BHZ|-33.143607|-70.67494|700.0|0.0|0.0|-90.0|STRECKEISEN STS1 + METROZET E300 Electronics|5825190000.0|0.03|m/s|20.0|2011-03-10T00:00:00|2012-03-08T00:00:00
G|PEL|00|BHZ|-33.143607|-70.67494|700.0|0.0|0.0|-90.0|STRECKEISEN STS1 + METROZET E300 Electronics|1456300000.0|0.03|m/s|20.0|2012-03-08T00:00:00|2012-05-30T00:00:00
G|PEL|00|BHZ|-33.143607|-70.67494|700.0|0.0|0.0|-90.0|STRECKEISEN STS1 + METROZET E300 Electronics|5825190000.0|0.03|m/s|20.0|2012-05-30T00:00:00|
XH|ESP04|01|BHE|-30.7717|-64.409401|1205.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2008-08-23T16:00:00|2010-12-31T23:59:59
XH|ESP04|01|BHN|-30.7717|-64.409401|1205.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2008-08-23T16:00:00|2010-12-31T23:59:59
XH|ESP04|01|BHZ|-30.7717|-64.409401|1205.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2008-08-23T16:00:00|2010-12-31T23:59:59
XH|ESP05|01|BHE|-31.0114|-64.647903|890.0|0.0|90.0|0.0|Guralp CMG3ESP/Reftek 130 Datalogger|1273150000.0|0.4|M/S|40.0|2009-04-19T16:00:00|2010-12-31T23:59:59
XH|ESP05|01|BHN|-31.0114|-64.647903|890.0|0.0|0.0|0.0|Guralp CMG3ESP/Reftek 130 Datalogger|1273150000.0|0.4|M/S|40.0|2009-04-19T16:00:00|2010-12-31T23:59:59
XH|ESP05|01|BHZ|-31.0114|-64.647903|890.0|0.0|0.0|-90.0|Guralp CMG3ESP/Reftek 130 Datalogger|1273150000.0|0.4|M/S|40.0|2009-04-19T16:00:00|2010-12-31T23:59:59
XH|ESP06|01|BHE|-31.138201|-64.956398|1252.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2008-08-23T21:00:00|2010-12-31T23:59:59
XH|ESP06|01|BHN|-31.138201|-64.956398|1252.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2008-08-23T21:00:00|2010-12-31T23:59:59
XH|ESP06|01|BHZ|-31.138201|-64.956398|1252.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2008-08-23T21:00:00|2010-12-31T23:59:59
XH|ESP07|01|BHE|-31.2651|-65.223999|1042.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2008-08-23T10:00:00|2009-01-31T10:00:00
XH|ESP07|01|BHE|-31.2651|-65.223999|1042.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2009-01-31T10:00:00|2010-12-31T23:59:59
XH|ESP07|01|BHN|-31.2651|-65.223999|1042.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2008-08-23T10:00:00|2009-01-31T10:00:00
XH|ESP07|01|BHN|-31.2651|-65.223999|1042.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2009-01-31T10:00:00|2010-12-31T23:59:59
XH|ESP07|01|BHZ|-31.2651|-65.223999|1042.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2008-08-23T10:00:00|2009-01-31T10:00:00
XH|ESP07|01|BHZ|-31.2651|-65.223999|1042.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2009-01-31T10:00:00|2010-12-31T23:59:59
XH|ESP08|01|BHE|-31.5973|-64.549599|1192.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2008-08-22T21:00:00|2010-12-31T23:59:59
XH|ESP08|01|BHN|-31.5973|-64.549599|1192.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2008-08-22T21:00:00|2010-12-31T23:59:59
XH|ESP08|01|BHZ|-31.5973|-64.549599|1192.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2008-08-22T21:00:00|2010-12-31T23:59:59
XH|ESP09|01|BHE|-31.909401|-64.658096|1061.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2009-04-18T18:00:00|2010-12-31T23:59:59
XH|ESP09|01|BHN|-31.909401|-64.658096|1061.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2009-04-18T18:00:00|2010-12-31T23:59:59
XH|ESP09|01|BHZ|-31.909401|-64.658096|1061.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2009-04-18T18:00:00|2010-12-31T23:59:59
XH|ESP10|01|BHE|-32.151798|-64.999199|1093.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2008-08-28T20:00:00|2010-12-31T23:59:59
XH|ESP10|01|BHN|-32.151798|-64.999199|1093.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2008-08-28T20:00:00|2010-12-31T23:59:59
XH|ESP10|01|BHZ|-32.151798|-64.999199|1093.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2008-08-28T20:00:00|2010-12-31T23:59:59
XH|ESP11|01|BHE|-32.4189|-65.717201|1067.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2008-08-29T14:00:00|2009-04-21T14:00:00
XH|ESP11|01|BHE|-32.4189|-65.717201|1067.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2009-04-21T14:00:00|2010-12-31T23:59:59
XH|ESP11|01|BHN|-32.4189|-65.717201|1067.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2008-08-29T14:00:00|2009-04-21T14:00:00
XH|ESP11|01|BHN|-32.4189|-65.717201|1067.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2009-04-21T14:00:00|2010-12-31T23:59:59
XH|ESP11|01|BHZ|-32.4189|-65.717201|1067.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2008-08-29T14:00:00|2009-04-21T14:00:00
XH|ESP11|01|BHZ|-32.4189|-65.717201|1067.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2009-04-21T14:00:00|2010-12-31T23:59:59
XH|ESP12|01|BHE|-32.832001|-66.0802|1675.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2008-08-29T20:00:00|2010-12-31T23:59:59
XH|ESP12|01|BHN|-32.832001|-66.0802|1675.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2008-08-29T20:00:00|2010-12-31T23:59:59
XH|ESP12|01|BHZ|-32.832001|-66.0802|1675.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2008-08-29T20:00:00|2010-12-31T23:59:59
XY|U65B||BHE|-34.964199|-71.788597|66.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2010-06-22T00:00:00|2010-09-30T23:59:59
XY|U65B||BHN|-34.964199|-71.788597|66.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2010-06-22T00:00:00|2010-09-30T23:59:59
XY|U65B||BHZ|-34.964199|-71.788597|66.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2010-06-22T00:00:00|2010-09-30T23:59:59
XY|U69B||BHE|-34.370701|-71.176201|163.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2010-06-22T00:00:00|2010-09-30T23:59:59
XY|U69B||BHN|-34.370701|-71.176201|163.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2010-06-22T00:00:00|2010-09-30T23:59:59
XY|U69B||BHZ|-34.370701|-71.176201|163.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2010-06-22T00:00:00|2010-09-30T23:59:59
XY|U73B||BHE|-33.916401|-71.4198|186.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2010-06-22T00:00:00|2010-09-30T23:59:59
XY|U73B||BHN|-33.916401|-71.4198|186.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2010-06-22T00:00:00|2010-09-30T23:59:59
XY|U73B||BHZ|-33.916401|-71.4198|186.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2010-06-22T00:00:00|2010-09-30T23:59:59
YC|AREN|01|BHE|-33.615471|-69.51091|2786.0|0.0|90.0|0.0|CMG40T|419430000.0|5.0|M/S|40.0|2000-12-25T15:14:59|2002-12-31T23:59:59
YC|AREN|01|BHN|-33.615471|-69.51091|2786.0|0.0|0.0|0.0|CMG40T|419430000.0|5.0|M/S|40.0|2000-12-25T15:14:59|2002-12-31T23:59:59
YC|AREN|01|BHZ|-33.615471|-69.51091|2786.0|0.0|0.0|-90.0|CMG40T|419430000.0|5.0|M/S|40.0|2000-12-25T15:14:59|2002-12-31T23:59:59
YC|ELBO|01|BHE|-30.52795|-70.407356|2699.0|0.0|93.0|0.0|STS2|786432000.0|5.0|M/S|40.0|2001-04-22T17:50:47|2002-12-31T23:59:59
YC|ELBO|01|BHN|-30.52795|-70.407356|2699.0|0.0|3.0|0.0|STS2|786432000.0|5.0|M/S|40.0|2001-04-22T17:50:47|2002-12-31T23:59:59
YC|ELBO|01|BHZ|-30.52795|-70.407356|2699.0|0.0|0.0|-90.0|STS2|786432000.0|5.0|M/S|40.0|2001-04-22T17:50:47|2002-12-31T23:59:59
YC|FCH|01|BHE|-33.333759|-70.294327|2733.0|0.0|89.0|0.0|CMG3|1048580000.0|5.0|M/S|40.0|2002-01-29T15:56:26|2002-12-31T23:59:59
YC|FCH|01|BHN|-33.333759|-70.294327|2733.0|0.0|359.0|0.0|CMG3|1048580000.0|5.0|M/S|40.0|2002-01-29T15:56:26|2002-12-31T23:59:59
YC|FCH|01|BHZ|-33.333759|-70.294327|2733.0|0.0|0.0|-90.0|CMG3|1048580000.0|5.0|M/S|40.0|2002-01-29T15:56:26|2002-12-31T23:59:59
YC|HEDI|01|BHE|-30.138674|-68.543419|1048.0|0.0|91.0|0.0|CMG3|1048580000.0|5.0|M/S|40.0|2000-12-02T19:59:16|2002-12-31T23:59:59
YC|HEDI|01|BHN|-30.138674|-68.543419|1048.0|0.0|1.0|0.0|CMG3|1048580000.0|5.0|M/S|40.0|2000-12-02T19:59:16|2002-12-31T23:59:59
YC|HEDI|01|BHZ|-30.138674|-68.543419|1048.0|0.0|0.0|-90.0|CMG3|1048580000.0|5.0|M/S|40.0|2000-12-02T19:59:16|2002-12-31T23:59:59
YC|HUER|01|BHE|-32.419113|-65.717194|1100.0|0.0|89.0|0.0|STS2|786432000.0|5.0|M/S|40.0|2000-11-26T19:16:47|2000-12-26T20:35:23
YC|HUER|01|BHE|-32.419113|-65.717194|1100.0|0.0|89.0|0.0|STS2|786432000.0|5.0|M/S|40.0|2001-05-01T15:37:19|2002-12-31T23:59:59
YC|HUER|01|BHN|-32.419113|-65.717194|1100.0|0.0|359.0|0.0|STS2|786432000.0|5.0|M/S|40.0|2000-11-26T19:16:47|2000-12-26T20:35:23
YC|HUER|01|BHN|-32.419113|-65.717194|1100.0|0.0|359.0|0.0|STS2|786432000.0|5.0|M/S|40.0|2001-05-01T15:37:19|2002-12-31T23:59:59
YC|HUER|01|BHZ|-32.419113|-65.717194|1100.0|0.0|0.0|-90.0|STS2|786432000.0|5.0|M/S|40.0|2000-11-26T19:16:47|2000-12-26T20:35:23
YC|HUER|01|BHZ|-32.419113|-65.717194|1100.0|0.0|0.0|-90.0|STS2|786432000.0|5.0|M/S|40.0|2001-05-01T15:37:19|2002-12-31T23:59:59
YC|HURT|01|BHE|-30.296606|-70.712181|1121.0|0.0|93.0|0.0|STS2|786432000.0|5.0|M/S|40.0|2001-02-16T17:04:05|2002-01-06T13:28:21
YC|HURT|01|BHE|-30.296606|-70.712181|1121.0|0.0|93.0|0.0|STS2|786432000.0|5.0|M/S|40.0|2002-01-06T14:33:14|2002-12-31T23:59:59
YC|HURT|01|BHN|-30.296606|-70.712181|1121.0|0.0|3.0|0.0|STS2|786432000.0|5.0|M/S|40.0|2001-02-16T17:04:05|2002-01-06T13:28:21
YC|HURT|01|BHN|-30.296606|-70.712181|1121.0|0.0|3.0|0.0|STS2|786432000.0|5.0|M/S|40.0|2002-01-06T14:33:14|2002-12-31T23:59:59
YC|HURT|01|BHZ|-30.296606|-70.712181|1121.0|0.0|0.0|-90.0|STS2|786432000.0|5.0|M/S|40.0|2001-02-16T17:04:05|2002-01-06T13:28:21
YC|HURT|01|BHZ|-30.296606|-70.712181|1121.0|0.0|0.0|-90.0|STS2|786432000.0|5.0|M/S|40.0|2002-01-06T14:33:14|2002-12-31T23:59:59
YC|JUAN|01|BHE|-31.602974|-68.232971|638.0|0.0|91.0|0.0|STS2|786432000.0|5.0|M/S|40.0|2000-11-18T16:02:24|2001-04-27T02:39:08
YC|JUAN|01|BHE|-31.602974|-68.232971|638.0|0.0|91.0|0.0|STS2|786432000.0|5.0|M/S|40.0|2001-05-02T20:56:13|2001-06-22T13:24:29
YC|JUAN|01|BHE|-31.602974|-68.232971|638.0|0.0|91.0|0.0|CMG40T|419430000.0|5.0|M/S|40.0|2001-06-22T15:36:28|2001-07-03T15:06:23
YC|JUAN|01|BHE|-31.602974|-68.232971|638.0|0.0|91.0|0.0|STS2|786432000.0|5.0|M/S|40.0|2001-07-03T22:11:19|2002-12-31T23:59:59
YC|JUAN|01|BHN|-31.602974|-68.232971|638.0|0.0|1.0|0.0|STS2|786432000.0|5.0|M/S|40.0|2000-11-18T16:02:24|2001-04-27T02:39:08
YC|JUAN|01|BHN|-31.602974|-68.232971|638.0|0.0|1.0|0.0|STS2|786432000.0|5.0|M/S|40.0|2001-05-02T20:56:13|2001-06-22T13:24:29
YC|JUAN|01|BHN|-31.602974|-68.232971|638.0|0.0|1.0|0.0|CMG40T|419430000.0|5.0|M/S|40.0|2001-06-22T15:36:28|2001-07-03T15:06:23
YC|JUAN|01|BHN|-31.602974|-68.232971|638.0|0.0|1.0|0.0|STS2|786432000.0|5.0|M/S|40.0|2001-07-03T22:11:19|2002-12-31T23:59:59
YC|JUAN|01|BHZ|-31.602974|-68.232971|638.0|0.0|0.0|-90.0|STS2|786432000.0|5.0|M/S|40.0|2000-11-18T16:02:24|2001-04-27T02:39:08
YC|JUAN|01|BHZ|-31.602974|-68.232971|638.0|0.0|0.0|-90.0|STS2|786432000.0|5.0|M/S|40.0|2001-05-02T20:56:13|2001-06-22T13:24:29
YC|JUAN|01|BHZ|-31.602974|-68.232971|638.0|0.0|0.0|-90.0|CMG40T|419430000.0|5.0|M/S|40.0|2001-06-22T15:36:28|2001-07-03T15:06:23
YC|JUAN|01|BHZ|-31.602974|-68.232971|638.0|0.0|0.0|-90.0|STS2|786432000.0|5.0|M/S|40.0|2001-07-03T22:11:19|2002-12-31T23:59:59
YC|LITI|01|BHE|-31.063698|-71.245377|978.0|0.0|94.0|0.0|CMG3|1048580000.0|5.0|M/S|40.0|2001-02-13T21:23:00|2002-12-31T23:59:59
YC|LITI|01|BHN|-31.063698|-71.245377|978.0|0.0|4.0|0.0|CMG3|1048580000.0|5.0|M/S|40.0|2001-02-13T21:23:00|2002-12-31T23:59:59
YC|LITI|01|BHZ|-31.063698|-71.245377|978.0|0.0|0.0|-90.0|CMG3|1048580000.0|5.0|M/S|40.0|2001-02-13T21:23:00|2002-12-31T23:59:59
YC|LLAN|01|BHE|-30.39493|-66.527985|729.0|0.0|89.0|0.0|CMG3|1048580000.0|5.0|M/S|40.0|2000-12-01T20:58:35|2002-12-31T23:59:59
YC|LLAN|01|BHN|-30.39493|-66.527985|729.0|0.0|359.0|0.0|CMG3|1048580000.0|5.0|M/S|40.0|2000-12-01T20:58:35|2002-12-31T23:59:59
YC|LLAN|01|BHZ|-30.39493|-66.527985|729.0|0.0|0.0|-90.0|CMG3|1048580000.0|5.0|M/S|40.0|2000-12-01T20:58:35|2002-12-31T23:59:59
YC|NEGR|01|BHE|-30.316929|-69.75563|3924.0|0.0|92.0|0.0|CMG3|1048580000.0|5.0|M/S|40.0|2000-12-04T19:33:42|2002-12-31T23:59:59
YC|NEGR|01|BHN|-30.316929|-69.75563|3924.0|0.0|2.0|0.0|CMG3|1048580000.0|5.0|M/S|40.0|2000-12-04T19:33:42|2002-12-31T23:59:59
YC|NEGR|01|BHZ|-30.316929|-69.75563|3924.0|0.0|0.0|-90.0|CMG3|1048580000.0|5.0|M/S|40.0|2000-12-04T19:33:42|2002-12-31T23:59:59
YC|PACH|01|BHE|-30.192982|-68.828178|1309.0|0.0|91.0|0.0|STS2|786432000.0|5.0|M/S|40.0|2000-12-03T19:29:35|2002-12-31T23:59:59
YC|PACH|01|BHN|-30.192982|-68.828178|1309.0|0.0|1.0|0.0|STS2|786432000.0|5.0|M/S|40.0|2000-12-03T19:29:35|2002-12-31T23:59:59
YC|PACH|01|BHZ|-30.192982|-68.828178|1309.0|0.0|0.0|-90.0|STS2|786432000.0|5.0|M/S|40.0|2000-12-03T19:29:35|2002-12-31T23:59:59
YC|PICH|01|BHE|-30.907492|-65.186806|543.0|0.0|88.0|0.0|STS2|786432000.0|5.0|M/S|40.0|2000-12-02T18:50:21|2002-12-31T23:59:59
YC|PICH|01|BHN|-30.907492|-65.186806|543.0|0.0|358.0|0.0|STS2|786432000.0|5.0|M/S|40.0|2000-12-02T18:50:21|2002-12-31T23:59:59
YC|PICH|01|BHZ|-30.907492|-65.186806|543.0|0.0|0.0|-90.0|STS2|786432000.0|5.0|M/S|40.0|2000-12-02T18:50:21|2002-12-31T23:59:59
YC|RAFA|01|BHE|-34.774334|-68.472107|868.0|0.0|90.0|0.0|CMG40T|419430000.0|5.0|M/S|40.0|2001-06-03T19:26:57|2001-06-04T13:04:27
YC|RAFA|01|BHE|-34.774334|-68.472107|868.0|0.0|90.0|0.0|STS2|786432000.0|5.0|M/S|40.0|2001-06-04T13:55:18|2001-08-19T18:10:40
YC|RAFA|01|BHE|-34.774334|-68.472107|868.0|0.0|90.0|0.0|CMG40T|419430000.0|5.0|M/S|40.0|2001-08-19T20:03:08|2002-12-31T23:59:59
YC|RAFA|01|BHN|-34.774334|-68.472107|868.0|0.0|0.0|0.0|CMG40T|419430000.0|5.0|M/S|40.0|2001-06-03T19:26:57|2001-06-04T13:04:27
YC|RAFA|01|BHN|-34.774334|-68.472107|868.0|0.0|0.0|0.0|STS2|786432000.0|5.0|M/S|40.0|2001-06-04T13:55:18|2001-08-19T18:10:40
YC|RAFA|01|BHN|-34.774334|-68.472107|868.0|0.0|0.0|0.0|CMG40T|419430000.0|5.0|M/S|40.0|2001-08-19T20:03:08|2002-12-31T23:59:59
YC|RAFA|01|BHZ|-34.774334|-68.472107|868.0|0.0|0.0|-90.0|CMG40T|419430000.0|5.0|M/S|40.0|2001-06-03T19:26:57|2001-06-04T13:04:27
YC|RAFA|01|BHZ|-34.774334|-68.472107|868.0|0.0|0.0|-90.0|STS2|786432000.0|5.0|M/S|40.0|2001-06-04T13:55:18|2001-08-19T18:10:40
YC|RAFA|01|BHZ|-34.774334|-68.472107|868.0|0.0|0.0|-90.0|CMG40T|419430000.0|5.0|M/S|40.0|2001-08-19T20:03:08|2002-12-31T23:59:59
YC|RINC|01|BHE|-30.270285|-67.724487|1272.0|0.0|90.0|0.0|CMG3|1048580000.0|5.0|M/S|40.0|2000-11-30T22:22:48|2001-01-08T03:00:38
YC|RINC|01|BHE|-30.270285|-67.724487|1272.0|0.0|90.0|0.0|CMG3|1048580000.0|5.0|M/S|40.0|2001-05-27T15:14:34|2002-12-31T23:59:59
YC|RINC|01|BHN|-30.270285|-67.724487|1272.0|0.0|0.0|0.0|CMG3|1048580000.0|5.0|M/S|40.0|2000-11-30T22:22:48|2001-01-08T03:00:38
YC|RINC|01|BHN|-30.270285|-67.724487|1272.0|0.0|0.0|0.0|CMG3|1048580000.0|5.0|M/S|40.0|2001-05-27T15:14:34|2002-12-31T23:59:59
YC|RINC|01|BHZ|-30.270285|-67.724487|1272.0|0.0|0.0|-90.0|CMG3|1048580000.0|5.0|M/S|40.0|2000-11-30T22:22:48|2001-01-08T03:00:38
YC|RINC|01|BHZ|-30.270285|-67.724487|1272.0|0.0|0.0|-90.0|CMG3|1048580000.0|5.0|M/S|40.0|2001-05-27T15:14:34|2002-12-31T23:59:59
YC|USPA|01|BHE|-32.223633|-69.387573|2477.0|0.0|93.0|0.0|STS2|786432000.0|5.0|M/S|40.0|2000-11-23T21:46:15|2002-12-31T23:59:59
YC|USPA|01|BHN|-32.223633|-69.387573|2477.0|0.0|3.0|0.0|STS2|786432000.0|5.0|M/S|40.0|2000-11-23T21:46:15|2002-12-31T23:59:59
YC|USPA|01|BHZ|-32.223633|-69.387573|2477.0|0.0|0.0|-90.0|STS2|786432000.0|5.0|M/S|40.0|2000-11-23T21:46:15|2002-12-31T23:59:59
Z4|CP06||BHZ|-34.5457|-73.192497|-3667.0|0.0|0.0|-90.0|LDEO OBS Sensor Mk2/LDEO_new dummy at 40/125/100|395412000.0|1.0|M/S|40.0|2012-05-05T20:50:00|2013-03-17T16:08:00
Z4|CP07||BHZ|-34.588001|-73.067497|-2835.0|0.0|0.0|-90.0|LDEO OBS Sensor Mk2/LDEO_new dummy at 40/125/100|395412000.0|1.0|M/S|40.0|2012-05-06T00:30:00|2013-03-16T19:51:41
Z4|CP08||BHZ|-34.7537|-73.009804|-2469.0|0.0|0.0|-90.0|LDEO OBS Sensor Mk2/LDEO_new dummy at 40/125/100|395412000.0|1.0|M/S|40.0|2012-05-06T09:20:00|2013-03-16T11:26:47
Z4|CP09||BHZ|-34.673302|-73.254097|-3272.0|0.0|0.0|-90.0|LDEO OBS Sensor Mk2/LDEO_new dummy at 40/125/100|395412000.0|1.0|M/S|40.0|2012-05-06T06:40:00|2013-03-17T10:20:33
ZL|ABRA||BHE|-31.499001|-66.238297|530.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-01-28T00:00:00|2009-12-31T23:59:59
ZL|ABRA||BHN|-31.499001|-66.238297|530.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-01-28T00:00:00|2009-12-31T23:59:59
ZL|ABRA||BHZ|-31.499001|-66.238297|530.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-01-28T00:00:00|2009-12-31T23:59:59
